    Universidad de Costa Rica   
       Proyecto Eléctrico       
         II Ciclo 2017          
          openHand_Both_Soro.csv        
 Author: Pablo Avila B30724     

 Media:
 Max Deviation:
 Standar Deviation:

,LEFT HAND:, , , , , , , , , , , , , , , , , , , , RIGHT HAND:
,Thumb, , , ,Index, , , ,Middle, , , ,Ring, , , ,Pinky, , , ,Thumb, , , ,Index, , , ,Middle, , , ,Ring, , , ,Pinky
,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,
Left Hand,58.597,54.518,63.5658,79.4834,22.042,49.4758,78.4914,97.1875,12.8613,47.149,83.5176,105.94,20.2877,42.8896,75.2946,96.7105,33.6997,45.7801,65.1552,80.0687,55.6016,49.93,62.8259,83.0877,20.9152,46.7711,74.2266,91.9657,12.2039,44.742,79.2589,100.52,19.2506,41.4027,72.4691,92.8122,31.977,43.6349,62.135,76.2393,
Left Hand,58.597,54.5247,63.5761,79.4957,22.042,49.4763,78.4922,97.1885,12.8613,47.1457,83.5122,105.933,20.2877,42.8894,75.2943,96.7102,33.6997,45.7815,65.1579,80.0722,55.6016,49.9336,62.8338,83.0969,20.9152,46.7704,74.2255,91.965,12.2039,44.7426,79.2605,100.522,19.2506,41.4053,72.4735,92.8179,31.977,43.6361,62.138,76.2447,
Left Hand,58.597,54.5322,63.5879,79.5083,22.042,49.4769,78.493,97.1894,12.8613,47.1431,83.5086,105.929,20.2877,42.8892,75.294,96.7097,33.6997,45.7831,65.1609,80.0761,55.6016,49.935,62.837,83.1007,20.9152,46.7688,74.2235,91.964,12.2039,44.7433,79.2623,100.526,19.2506,41.4074,72.4782,92.8256,31.977,43.638,62.1423,76.2511,
Left Hand,58.597,54.5439,63.605,79.5249,22.042,49.4773,78.4937,97.1901,12.8613,47.1416,83.5064,105.927,20.2877,42.8888,75.2939,96.7104,33.6997,45.7853,65.1647,80.0801,55.6016,49.9361,62.8387,83.1024,20.9152,46.7674,74.2215,91.9627,12.2039,44.7446,79.2652,100.53,19.2506,41.4067,72.4781,92.8275,31.977,43.6436,62.1531,76.2654,
Left Hand,58.597,54.5518,63.6177,79.5362,22.042,49.4782,78.495,97.1912,12.8613,47.141,83.5056,105.926,20.2877,42.888,75.2931,96.7103,33.6997,45.7864,65.1666,80.0821,55.6016,49.9424,62.8522,83.1176,20.9152,46.7653,74.2185,91.9604,12.2039,44.7469,79.2696,100.537,19.2506,41.4064,72.4784,92.8291,31.977,43.6478,62.1612,76.2758,
Left Hand,58.597,54.5638,63.6362,79.5503,22.042,49.4792,78.4966,97.1932,12.8613,47.1405,83.5048,105.925,20.2877,42.8872,75.2924,96.7103,33.6997,45.7875,65.1687,80.0849,55.6016,49.9523,62.8759,83.1456,20.9152,46.7633,74.2158,91.9583,12.2039,44.7488,79.2725,100.54,19.2506,41.4026,72.4738,92.8261,31.977,43.6466,62.1598,76.2757,
Left Hand,58.597,54.5747,63.6531,79.5621,22.042,49.4798,78.4975,97.1942,12.8613,47.1404,83.5047,105.925,20.2877,42.8885,75.295,96.7141,33.6997,45.7869,65.1679,80.0844,55.6016,49.956,62.8855,83.1577,20.9152,46.7613,74.213,91.9562,12.2039,44.7496,79.2738,100.541,19.2506,41.3957,72.4641,92.817,31.977,43.6441,62.1563,76.2739,
Left Hand,58.597,54.5846,63.6702,79.5761,22.042,49.48,78.4979,97.1945,12.8613,47.14,83.504,105.924,20.2877,42.8934,75.3035,96.7257,33.6997,45.786,65.1661,80.0823,55.6016,49.9672,62.9156,83.1956,20.9152,46.76,74.2113,91.9549,12.2039,44.7506,79.2753,100.543,19.2506,41.3893,72.4552,92.8082,31.977,43.6393,62.1494,76.27,
Left Hand,58.597,54.5949,63.6894,79.594,22.042,49.48,78.4979,97.1945,12.8613,47.1396,83.5032,105.923,20.2877,42.8993,75.3148,96.742,33.6997,45.7846,65.1638,80.0799,55.6016,49.9677,62.9187,83.2007,20.9152,46.7593,74.2104,91.9544,12.2039,44.7517,79.2769,100.545,19.2506,41.376,72.437,92.792,31.977,43.6379,62.1472,76.2677,
Left Hand,58.597,54.6024,63.7133,79.6273,22.042,49.4799,78.4977,97.1943,12.8613,47.1394,83.503,105.923,20.2877,42.9007,75.317,96.7445,33.6997,45.7835,65.1618,80.0777,55.6016,49.9694,62.9242,83.2079,20.9152,46.7587,74.2099,91.9545,12.2039,44.7527,79.2783,100.546,19.2506,41.3593,72.4134,92.7691,31.977,43.634,62.141,76.2628,
Left Hand,58.597,54.6049,63.7282,79.6515,22.042,49.4797,78.4974,97.194,12.8613,47.1389,83.5022,105.922,20.2877,42.9004,75.3167,96.7445,33.6997,45.7837,65.1621,80.0781,55.6016,49.9691,62.9245,83.2089,20.9152,46.7578,74.2087,91.9539,12.2039,44.7533,79.2793,100.547,19.2506,41.3521,72.4032,92.7592,31.977,43.631,62.1367,76.2601,
Left Hand,58.597,54.6055,63.734,79.6617,22.042,49.4798,78.4975,97.194,12.8613,47.1387,83.5018,105.921,20.2877,42.8988,75.3146,96.7426,33.6997,45.7826,65.1603,80.0762,55.6016,49.9689,62.9241,83.2086,20.9152,46.7571,74.2079,91.9536,12.2039,44.7543,79.281,100.549,19.2506,41.3443,72.3927,92.7502,31.977,43.6283,62.1333,76.2589,
Left Hand,58.597,54.6069,63.7402,79.6717,22.042,49.4797,78.4972,97.1935,12.8613,47.1387,83.5018,105.921,20.2877,42.9052,75.3259,96.7578,33.6997,45.782,65.1592,80.0748,55.6016,49.9583,62.9012,83.1829,20.9152,46.7566,74.2073,91.9534,12.2039,44.7553,79.2826,100.551,19.2506,41.3393,72.3864,92.7454,31.977,43.6265,62.1309,76.2582,
Left Hand,58.597,54.6094,63.7474,79.6813,22.042,49.4796,78.4971,97.1934,12.8613,47.1384,83.5013,105.92,20.2877,42.8905,75.3016,96.7276,33.6997,45.7826,65.1604,80.0764,55.6016,49.9391,62.8601,83.1376,20.9152,46.7562,74.2069,91.9529,12.2039,44.7568,79.2848,100.553,19.2506,41.3311,72.3754,92.7361,31.977,43.6252,62.129,76.2569,
Left Hand,58.597,54.6124,63.7531,79.6872,22.042,49.4799,78.4976,97.1939,12.8613,47.1387,83.5017,105.921,20.2877,42.8902,75.301,96.7266,33.6997,45.7825,65.1598,80.0751,55.6016,49.9271,62.8368,83.1132,20.9152,46.7559,74.2066,91.9529,12.2039,44.7577,79.2861,100.554,19.2506,41.3319,72.3779,92.7412,31.977,43.6231,62.127,76.2585,
Left Hand,58.597,54.6146,63.7566,79.6896,22.042,49.4802,78.498,97.1943,12.8613,47.1389,83.502,105.921,20.2877,42.8905,75.3015,96.7272,33.6997,45.7821,65.1588,80.0733,55.6016,49.9138,62.8098,83.0843,20.9152,46.7557,74.2065,91.9532,12.2039,44.7586,79.2876,100.556,19.2506,41.3327,72.3789,92.7416,31.977,43.6228,62.1284,76.2646,
Left Hand,58.597,54.6161,63.7578,79.69,22.042,49.4809,78.499,97.1953,12.8613,47.1392,83.5023,105.921,20.2877,42.8914,75.303,96.7292,33.6997,45.7823,65.1591,80.0739,55.6016,49.8949,62.7701,83.0409,20.9152,46.7561,74.2073,91.9542,12.2039,44.7591,79.2883,100.557,19.2506,41.3345,72.3829,92.7482,31.977,43.6229,62.1293,76.2666,
Left Hand,58.597,54.6162,63.7578,79.6899,22.042,49.4828,78.5021,97.1986,12.8613,47.14,83.5036,105.923,20.2877,42.8921,75.3041,96.7306,33.6997,45.782,65.1588,80.0735,55.6016,49.8732,62.7227,82.9875,20.9152,46.7566,74.2084,91.9556,12.2039,44.7596,79.289,100.557,19.2506,41.3319,72.3793,92.7449,31.977,43.6226,62.129,76.2669,
Left Hand,58.597,54.6161,63.7575,79.6898,22.042,49.4845,78.5048,97.2014,12.8613,47.1407,83.5047,105.924,20.2877,42.8814,75.287,96.7102,33.6997,45.7818,65.1584,80.0732,55.6016,49.8522,62.6773,82.9365,20.9152,46.757,74.2092,91.9566,12.2039,44.7602,79.2901,100.559,19.2506,41.3297,72.3765,92.7427,31.977,43.6242,62.1323,76.2715,
Left Hand,58.597,54.6147,63.7561,79.6904,22.042,49.4856,78.5065,97.2033,12.8613,47.1414,83.5056,105.925,20.2877,42.8815,75.287,96.7101,33.6997,45.7793,65.1538,80.0679,55.6016,49.8402,62.6526,82.9095,20.9152,46.7571,74.2094,91.9569,12.2039,44.7607,79.2909,100.56,19.2506,41.3291,72.3758,92.7421,31.977,43.6243,62.1327,76.2724,
Left Hand,58.597,54.6128,63.7588,79.7033,22.042,49.4864,78.5079,97.2047,12.8613,47.1425,83.507,105.926,20.2877,42.8892,75.3,96.7263,33.6997,45.7787,65.1527,80.0665,55.6016,49.8282,62.6273,82.8814,20.9152,46.757,74.2093,91.9571,12.2039,44.7609,79.2911,100.56,19.2506,41.3281,72.3746,92.7414,31.977,43.6231,62.1306,76.2699,
Left Hand,58.597,54.609,63.7613,79.7206,22.042,49.4879,78.5102,97.2071,12.8613,47.1427,83.5073,105.926,20.2877,42.8977,75.3132,96.7415,33.6997,45.7785,65.1523,80.066,55.6016,49.8169,62.6032,82.8545,20.9152,46.7571,74.2095,91.9572,12.2039,44.7615,79.2919,100.561,19.2506,41.3272,72.3734,92.7405,31.977,43.6216,62.128,76.2671,
Left Hand,58.597,54.6074,63.7609,79.7242,22.0419,49.4904,78.5142,97.2113,12.8613,47.1433,83.5081,105.927,20.2877,42.9035,75.3223,96.7521,33.6997,45.7783,65.1519,80.0656,55.6016,49.8051,62.578,82.8269,20.9152,46.7571,74.2095,91.9573,12.2039,44.7618,79.2923,100.561,19.2506,41.3268,72.3727,92.7399,31.977,43.6205,62.1259,76.2649,
Left Hand,58.597,54.6062,63.7604,79.727,22.042,49.4928,78.5179,97.2152,12.8613,47.1445,83.5098,105.929,20.2877,42.907,75.3279,96.7589,33.6997,45.7778,65.1511,80.0643,55.6016,49.7874,62.5396,82.7841,20.9152,46.7573,74.2098,91.9576,12.2039,44.7622,79.2928,100.561,19.2506,41.3267,72.3726,92.7398,31.977,43.6191,62.1236,76.2623,
Left Hand,58.597,54.6055,63.7598,79.7279,22.042,49.495,78.5216,97.2193,12.8613,47.1457,83.5114,105.93,20.2877,42.908,75.3295,96.7606,33.6997,45.7776,65.1504,80.0634,55.6016,49.7731,62.5081,82.7489,20.9152,46.7573,74.2098,91.9576,12.2039,44.7627,79.2934,100.562,19.2506,41.3265,72.3724,92.7394,31.977,43.619,62.1235,76.2623,
Left Hand,58.597,54.6048,63.7592,79.7277,22.042,49.497,78.5248,97.2228,12.8613,47.1466,83.5129,105.932,20.2877,42.9101,75.3328,96.7644,33.6997,45.7775,65.1503,80.0631,55.6016,49.7576,62.473,82.7088,20.9152,46.7575,74.21,91.9578,12.2039,44.763,79.2938,100.562,19.2506,41.3269,72.3729,92.7398,31.977,43.6188,62.123,76.2619,
Left Hand,58.597,54.6048,63.7586,79.7241,22.042,49.4982,78.5267,97.2248,12.8613,47.1472,83.5137,105.933,20.2877,42.912,75.3354,96.767,33.6997,45.7775,65.1502,80.063,55.6016,49.7466,62.4479,82.6799,20.9152,46.7574,74.21,91.9576,12.2039,44.7629,79.2936,100.562,19.2506,41.3342,72.3837,92.7512,31.977,43.6185,62.1226,76.2614,
Left Hand,58.597,54.6051,63.7574,79.715,22.042,49.5007,78.5308,97.2294,12.8613,47.1481,83.5148,105.934,20.2877,42.9155,75.341,96.7735,33.6997,45.7774,65.1501,80.0628,55.6016,49.7238,62.396,82.6202,20.9152,46.7575,74.21,91.9576,12.2039,44.7628,79.2935,100.562,19.2506,41.3389,72.3901,92.7569,31.977,43.6185,62.1226,76.2613,
Left Hand,58.597,54.6067,63.7647,79.7228,22.042,49.5036,78.5355,97.2348,12.8613,47.1486,83.5155,105.934,20.2877,42.9289,75.3615,96.7965,33.6997,45.7772,65.1497,80.0625,55.6016,49.7084,62.3612,82.5801,20.9152,46.7575,74.21,91.9576,12.2039,44.7627,79.2933,100.562,19.2506,41.3531,72.41,92.7755,31.977,43.6189,62.1233,76.262,
Left Hand,58.597,54.6084,63.7691,79.7254,22.042,49.507,78.5411,97.241,12.8613,47.1488,83.5157,105.934,20.2877,42.9311,75.3646,96.7996,33.6997,45.7774,65.15,80.0628,55.6016,49.6993,62.3394,82.5542,20.9152,46.7574,74.2098,91.9574,12.2039,44.7621,79.2926,100.561,19.2506,41.3699,72.4341,92.7994,31.977,43.6198,62.1244,76.2622,
Left Hand,58.597,54.6098,63.7725,79.7304,22.042,49.5089,78.5441,97.2442,12.8613,47.1494,83.5166,105.935,20.2877,42.9319,75.3659,96.8012,33.6997,45.7774,65.15,80.0629,55.6016,49.6953,62.3306,82.5439,20.9152,46.7573,74.2097,91.9573,12.2039,44.7614,79.2915,100.56,19.2506,41.3871,72.4594,92.8258,31.977,43.622,62.128,76.2654,
Left Hand,58.597,54.6094,63.7702,79.7278,22.042,49.5102,78.5463,97.2466,12.8613,47.1495,83.5167,105.935,20.2877,42.9344,75.3698,96.8059,33.6997,45.7781,65.1513,80.0642,55.6016,49.695,62.3303,82.5434,20.9152,46.7572,74.2097,91.9573,12.2039,44.7608,79.2906,100.559,19.2506,41.3922,72.4666,92.8325,31.977,43.63,62.1415,76.279,
Left Hand,58.597,54.6093,63.7689,79.7259,22.042,49.5116,78.5485,97.249,12.8613,47.1495,83.5166,105.935,20.2877,42.9359,75.372,96.808,33.6997,45.78,65.1547,80.068,55.6016,49.6926,62.3241,82.5356,20.9152,46.757,74.2093,91.9571,12.2039,44.7602,79.2897,100.558,19.2506,41.3926,72.4671,92.8329,31.977,43.631,62.1428,76.2792,
Left Hand,58.597,54.6086,63.7672,79.725,22.042,49.5122,78.5495,97.2501,12.8613,47.1493,83.5163,105.935,20.2877,42.9361,75.3721,96.8081,33.6997,45.78,65.1547,80.068,55.6016,49.6875,62.3136,82.5239,20.9152,46.7569,74.2092,91.9569,12.2039,44.7596,79.2889,100.558,19.2506,41.3933,72.4679,92.8333,31.977,43.6316,62.1436,76.2796,
Left Hand,58.597,54.6079,63.7661,79.7243,22.042,49.5123,78.5496,97.2502,12.8613,47.1493,83.5163,105.935,20.2877,42.9365,75.3728,96.8089,33.6997,45.7795,65.1536,80.0663,55.6016,49.6744,62.2849,82.4914,20.9152,46.7569,74.2091,91.9569,12.2039,44.7592,79.2883,100.557,19.2506,41.3935,72.4677,92.8322,31.977,43.6355,62.1502,76.2864,
Left Hand,58.597,54.6075,63.766,79.7248,22.042,49.5122,78.5495,97.2501,12.8613,47.149,83.5157,105.934,20.2877,42.9316,75.3633,96.7948,33.6997,45.7791,65.1527,80.065,55.6016,49.6723,62.2815,82.4881,20.9152,46.7569,74.2091,91.9569,12.2039,44.7587,79.2876,100.557,19.2506,41.3935,72.4677,92.8322,31.977,43.6363,62.1518,76.2885,
Left Hand,58.597,54.6069,63.7673,79.7285,22.042,49.5121,78.5492,97.2499,12.8613,47.1484,83.5148,105.933,20.2877,42.9282,75.3571,96.7861,33.6997,45.779,65.1525,80.0647,55.6016,49.6654,62.2678,82.4737,20.9152,46.7569,74.2091,91.9569,12.2039,44.7582,79.2869,100.556,19.2506,41.3918,72.4649,92.8286,31.977,43.6364,62.1518,76.2885,
Left Hand,58.597,54.608,63.7785,79.7487,22.042,49.5118,78.5488,97.2495,12.8613,47.1483,83.5146,105.933,20.2877,42.9266,75.3541,96.7819,33.6997,45.7794,65.1529,80.0648,55.6016,49.6493,62.2316,82.4318,20.9152,46.7569,74.2091,91.957,12.2039,44.7574,79.2858,100.555,19.2506,41.3917,72.4648,92.829,31.977,43.6368,62.1527,76.2896,
Left Hand,58.597,54.6098,63.7949,79.7807,22.042,49.5117,78.5487,97.2495,12.8613,47.1477,83.5137,105.931,20.2877,42.9242,75.3493,96.775,33.6997,45.7804,65.1546,80.0664,55.6016,49.6326,62.1951,82.3903,20.9152,46.7569,74.2091,91.957,12.2039,44.7565,79.2845,100.554,19.2506,41.3895,72.4615,92.8254,31.977,43.6363,62.1519,76.2889,
Left Hand,58.597,54.6118,63.8173,79.8238,22.042,49.5102,78.5464,97.2471,12.8613,47.147,83.5126,105.93,20.2877,42.9195,75.3414,96.7649,33.6997,45.7798,65.1534,80.0645,55.6016,49.6313,62.1925,82.3873,20.9152,46.7569,74.2092,91.9571,12.2039,44.7555,79.283,100.552,19.2506,41.3886,72.4603,92.8245,31.977,43.6353,62.1503,76.2873,
Left Hand,58.597,54.6151,63.8521,79.8931,22.042,49.5083,78.5434,97.244,12.8613,47.1463,83.5115,105.929,20.2877,42.9194,75.3416,96.7657,33.6997,45.7761,65.146,80.0546,55.6016,49.6304,62.1909,82.3856,20.9152,46.7569,74.2091,91.9571,12.2039,44.7547,79.2818,100.551,19.2506,41.3873,72.4586,92.8229,31.977,43.6347,62.1493,76.2865,
Left Hand,58.597,54.6221,63.8955,79.979,22.042,49.507,78.5414,97.242,12.8613,47.1445,83.5086,105.925,20.2877,42.9192,75.3416,96.7662,33.6997,45.7737,65.1412,80.0484,55.6016,49.6303,62.1908,82.3856,20.9152,46.7567,74.2088,91.9569,12.2039,44.7543,79.2813,100.551,19.2506,41.3849,72.4553,92.8199,31.977,43.6342,62.1486,76.286,
Left Hand,58.597,54.625,63.9247,80.0383,22.042,49.5056,78.5392,97.2397,12.8613,47.1419,83.5048,105.921,20.2877,42.9223,75.3468,96.7729,33.6997,45.7725,65.1391,80.046,55.6016,49.6392,62.2124,82.4112,20.9152,46.7565,74.2086,91.9568,12.2039,44.754,79.2808,100.55,19.2506,41.3844,72.4546,92.8193,31.977,43.6341,62.1484,76.286,
Left Hand,58.597,54.6318,63.9711,80.1264,22.042,49.5045,78.5375,97.2381,12.8613,47.1392,83.5011,105.918,20.2877,42.9282,75.3562,96.7841,33.6997,45.7711,65.1364,80.0427,55.6016,49.6568,62.2544,82.4602,20.9152,46.7559,74.2076,91.9559,12.2039,44.7538,79.2805,100.55,19.2506,41.3829,72.4523,92.8168,31.977,43.634,62.1483,76.286,
Left Hand,58.597,54.6365,64.0018,80.1834,22.042,49.5012,78.5323,97.2327,12.8613,47.1391,83.501,105.918,20.2877,42.9287,75.3577,96.7869,33.6997,45.7701,65.1348,80.0408,55.6016,49.6773,62.3005,82.5128,20.9152,46.7557,74.2072,91.9556,12.2039,44.7537,79.2805,100.55,19.2506,41.3829,72.4525,92.8174,31.977,43.6338,62.1483,76.2864,
Left Hand,58.597,54.6364,64.0142,80.2098,22.042,49.4986,78.5283,97.2287,12.8613,47.1394,83.5015,105.918,20.2877,42.9287,75.3579,96.7874,33.6997,45.7687,65.1323,80.0384,55.6016,49.6913,62.3327,82.5504,20.9152,46.7555,74.2068,91.9553,12.2039,44.7538,79.2807,100.55,19.2506,41.3826,72.4523,92.8179,31.977,43.6339,62.1485,76.2873,
Left Hand,58.597,54.6353,64.0289,80.2447,22.042,49.4962,78.5243,97.2242,12.8613,47.1388,83.5008,105.918,20.2877,42.9288,75.358,96.7877,33.6997,45.7683,65.1321,80.0389,55.6016,49.7122,62.3831,82.6101,20.9152,46.7548,74.2056,91.9539,12.2039,44.754,79.2809,100.551,19.2506,41.3822,72.452,92.818,31.977,43.6338,62.1484,76.2873,
Left Hand,58.597,54.6322,64.039,80.2732,22.042,49.4936,78.5201,97.2195,12.8613,47.1375,83.499,105.916,20.2877,42.9306,75.3614,96.7922,33.6997,45.767,65.1298,80.0366,55.6016,49.729,62.4213,82.6541,20.9152,46.7545,74.2051,91.9534,12.2039,44.7541,79.281,100.551,19.2506,41.3819,72.4516,92.8177,31.977,43.6328,62.1471,76.2866,
Left Hand,58.597,54.6287,64.0463,80.2963,22.042,49.4895,78.5131,97.2112,12.8613,47.1354,83.4958,105.912,20.2877,42.9324,75.3648,96.7971,33.6997,45.7668,65.1296,80.0367,55.6016,49.7393,62.4453,82.6822,20.9152,46.7543,74.2049,91.9533,12.2039,44.7543,79.2813,100.551,19.2506,41.3813,72.4509,92.8172,31.977,43.6309,62.1441,76.284,
Left Hand,58.597,54.6172,64.0474,80.3217,22.042,49.4859,78.507,97.2038,12.8613,47.1332,83.4926,105.909,20.2877,42.934,75.3674,96.8004,33.6997,45.7674,65.131,80.0389,55.6016,49.7495,62.4672,82.7067,20.9152,46.7543,74.2049,91.9535,12.2039,44.7543,79.2814,100.551,19.2506,41.3803,72.4494,92.8157,31.977,43.6299,62.1426,76.283,
Left Hand,58.597,54.6033,64.0421,80.3375,22.042,49.4826,78.5016,97.1978,12.8613,47.1304,83.4889,105.906,20.2877,42.9351,75.3696,96.804,33.6997,45.7679,65.1321,80.0405,55.6016,49.7725,62.5194,82.7669,20.9152,46.7541,74.2045,91.9532,12.2039,44.7544,79.2816,100.552,19.2506,41.38,72.4488,92.8149,31.977,43.6295,62.142,76.2827,
Left Hand,58.597,54.5846,64.0322,80.3534,22.042,49.4782,78.4942,97.1892,12.8613,47.128,83.4854,105.902,20.2877,42.9364,75.3721,96.8073,33.6997,45.7687,65.1336,80.0426,55.6016,49.794,62.5691,82.8247,20.9152,46.7539,74.2043,91.953,12.2039,44.7548,79.2822,100.552,19.2506,41.3781,72.446,92.8116,31.977,43.6296,62.1422,76.283,
Left Hand,58.597,54.5658,64.0228,80.3743,22.042,49.4741,78.4875,97.1816,12.8613,47.1259,83.4823,105.899,20.2877,42.9375,75.3739,96.8098,33.6997,45.769,65.1343,80.0438,55.6016,49.8143,62.6192,82.8847,20.9152,46.7538,74.2042,91.9529,12.2039,44.7553,79.2831,100.554,19.2506,41.3769,72.4442,92.8095,31.977,43.6293,62.142,76.2833,
Left Hand,58.597,54.5524,64.0131,80.3809,22.042,49.4708,78.482,97.1755,12.8613,47.1242,83.4797,105.896,20.2877,42.9382,75.3752,96.8114,33.6997,45.7692,65.1347,80.0441,55.6016,49.823,62.6415,82.9121,20.9152,46.7535,74.2037,91.9526,12.2039,44.7562,79.2845,100.555,19.2506,41.3736,72.4393,92.8042,31.977,43.6289,62.1411,76.2821,
Left Hand,58.597,54.5384,63.9987,80.3769,22.042,49.4692,78.4795,97.1727,12.8613,47.1232,83.4784,105.895,20.2877,42.9281,75.3588,96.7917,33.6997,45.7696,65.1353,80.0446,55.6016,49.8263,62.651,82.9242,20.9152,46.7534,74.2036,91.9526,12.2039,44.7568,79.2856,100.557,19.2506,41.3714,72.4362,92.801,31.977,43.6289,62.1411,76.282,
Left Hand,58.597,54.5274,63.9863,80.3713,22.042,49.4679,78.4772,97.1701,12.8613,47.1229,83.4781,105.895,20.2877,42.9306,75.3627,96.796,33.6997,45.7728,65.1405,80.0498,55.6016,49.8301,62.6625,82.9395,20.9152,46.7534,74.2038,91.953,12.2039,44.7576,79.287,100.559,19.2506,41.3694,72.4331,92.7975,31.977,43.6288,62.1409,76.2815,
Left Hand,58.597,54.518,63.978,80.3712,22.042,49.4672,78.4763,97.1691,12.8613,47.1227,83.478,105.895,20.2877,42.9236,75.3522,96.7848,33.6997,45.7762,65.1466,80.0566,55.6016,49.8364,62.6799,82.9617,20.9152,46.7533,74.2038,91.9532,12.2039,44.7586,79.2889,100.562,19.2506,41.3671,72.4295,92.7932,31.977,43.6295,62.142,76.2824,
Left Hand,58.597,54.5078,63.9662,80.3646,22.042,49.4665,78.4752,97.168,12.8613,47.1231,83.4788,105.896,20.2877,42.9242,75.3535,96.7869,33.6997,45.7775,65.1488,80.0589,55.6016,49.8463,62.7051,82.9922,20.9152,46.7525,74.2026,91.9525,12.2039,44.7601,79.2917,100.566,19.2506,41.365,72.426,92.7882,31.977,43.6299,62.1425,76.2827,
Left Hand,58.597,54.5012,63.9563,80.3551,22.042,49.4661,78.4747,97.1677,12.8613,47.124,83.4803,105.898,20.2877,42.9241,75.3532,96.7863,33.6997,45.7785,65.1507,80.0611,55.6016,49.8459,62.7044,82.9916,20.9152,46.7521,74.202,91.952,12.2039,44.7616,79.2942,100.569,19.2506,41.3613,72.4203,92.7815,31.977,43.6313,62.1445,76.2837,
Left Hand,58.597,54.4969,63.9507,80.35,22.042,49.4652,78.4732,97.1661,12.8613,47.1302,83.4897,105.909,20.2877,42.9159,75.3389,96.7674,33.6997,45.7788,65.1512,80.0617,55.6016,49.8441,62.701,82.988,20.9152,46.7519,74.2019,91.9521,12.2039,44.7627,79.2961,100.572,19.2506,41.3611,72.4196,92.7799,31.977,43.6349,62.1505,76.2896,
Left Hand,58.597,54.4969,63.9517,80.3492,22.042,49.4641,78.4715,97.1644,12.8613,47.1305,83.49,105.909,20.2877,42.9272,75.355,96.7834,33.6997,45.7789,65.1514,80.062,55.6016,49.8435,62.6999,82.9868,20.9152,46.7513,74.2009,91.9515,12.2039,44.7634,79.2976,100.575,19.2506,41.3653,72.4261,92.7867,31.977,43.6362,62.1522,76.2899,
Left Hand,58.597,54.494,63.9459,80.3413,22.0419,49.4643,78.472,97.1651,12.8613,47.131,83.4908,105.91,20.2877,42.9391,75.3739,96.8057,33.6997,45.7794,65.1523,80.0631,55.6016,49.836,62.6829,82.9671,20.9152,46.7513,74.201,91.9519,12.2039,44.7643,79.2993,100.577,19.2506,41.3679,72.4299,92.7906,31.977,43.6411,62.16,76.2963,
Left Hand,58.597,54.4906,63.9373,80.3284,22.042,49.4653,78.4737,97.1672,12.8613,47.1313,83.4913,105.91,20.2877,42.9499,75.3904,96.8243,33.6997,45.7825,65.1585,80.071,55.6016,49.8331,62.6762,82.9595,20.9152,46.7512,74.2012,91.9527,12.2039,44.765,79.3012,100.581,19.2506,41.3697,72.4328,92.7937,31.977,43.6452,62.1658,76.2999,
Left Hand,58.597,54.4867,63.9271,80.3133,22.042,49.4659,78.4747,97.1683,12.8613,47.1339,83.4951,105.915,20.2877,42.963,75.4113,96.8489,33.6997,45.7826,65.1584,80.0707,55.6016,49.8201,62.6467,82.926,20.9152,46.7516,74.202,91.9541,12.2039,44.7664,79.3039,100.585,19.2506,41.3653,72.426,92.7858,31.977,43.6498,62.1725,76.3035,
Left Hand,58.597,54.4793,63.9042,80.2756,22.042,49.4672,78.4769,97.1706,12.8613,47.1389,83.5033,105.925,20.2877,42.9691,75.4214,96.8615,33.6997,45.7821,65.1574,80.0693,55.6016,49.8082,62.6187,82.8935,20.9152,46.7511,74.2017,91.9547,12.2039,44.767,79.3056,100.588,19.2506,41.3628,72.422,92.7806,31.977,43.6561,62.1831,76.3141,
Left Hand,58.597,54.4736,63.8905,80.2554,22.042,49.4684,78.4788,97.1725,12.8613,47.1405,83.5056,105.927,20.2877,42.9744,75.4296,96.8709,33.6997,45.7803,65.1541,80.0652,55.6016,49.7846,62.5643,82.8311,20.9152,46.7501,74.2004,91.9539,12.2039,44.7684,79.3089,100.594,19.2506,41.36,72.4174,92.7749,31.977,43.6585,62.1868,76.3168,
Left Hand,58.597,54.4693,63.8744,80.2241,22.042,49.4683,78.4786,97.1723,12.8613,47.1436,83.51,105.932,20.2877,42.9721,75.4256,96.8659,33.6997,45.7787,65.1511,80.0616,55.6016,49.7758,62.545,82.8097,20.9152,46.7497,74.2003,91.9542,12.2039,44.7691,79.3104,100.596,19.2506,41.3572,72.4134,92.7711,31.977,43.6637,62.1963,76.3283,
Left Hand,58.597,54.4641,63.8473,80.1618,22.042,49.4692,78.48,97.1737,12.8613,47.1444,83.511,105.933,20.2877,42.9759,75.4305,96.8696,33.6997,45.7788,65.1513,80.0618,55.6016,49.7556,62.4991,82.7575,20.9152,46.7493,74.2,91.9545,12.2039,44.7696,79.3113,100.597,19.2506,41.3546,72.4096,92.767,31.977,43.6629,62.1952,76.3276,
