    Universidad de Costa Rica   
       Proyecto Eléctrico       
         II Ciclo 2017          
          openHand_Left.csv        
 Author: Pablo Avila B30724     

 Media:
 Max Deviation:
 Standar Deviation:

,LEFT HAND:, , , , , , , , , , , , , , , , , , , , RIGHT HAND:
,Thumb, , , ,Index, , , ,Middle, , , ,Ring, , , ,Pinky, , , ,Thumb, , , ,Index, , , ,Middle, , , ,Ring, , , ,Pinky
,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,Metacarpal, Proximal, Middle, Distal,
,56.8934,56.2425,76.1158,99.29,21.4011,47.6499,75.5835,93.6732,12.4874,45.3293,80.415,102.1,19.6978,41.2727,72.4703,93.0822,32.7199,43.4699,61.4415,75.5555,
,56.8934,56.2212,76.0743,99.2472,21.4011,47.6501,75.5838,93.6736,12.4874,45.3291,80.4148,102.101,19.6978,41.272,72.4688,93.0797,32.7199,43.4707,61.4427,75.557,
,56.8934,56.2125,76.0578,99.2305,21.4011,47.6519,75.5872,93.6779,12.4874,45.329,80.4149,102.101,19.6978,41.268,72.4611,93.0687,32.7199,43.4717,61.4447,75.5596,
,56.8934,56.2056,76.0455,99.2187,21.4011,47.6541,75.5914,93.684,12.4874,45.3292,80.4151,102.101,19.6978,41.2672,72.4577,93.0615,32.7199,43.4727,61.4469,75.5627,
,56.8934,56.1957,76.0262,99.199,21.4011,47.6574,75.5973,93.6915,12.4874,45.3284,80.4136,102.099,19.6978,41.2679,72.4582,93.0609,32.7199,43.474,61.4493,75.5655,
,56.8934,56.1699,75.9727,99.1416,21.4011,47.6585,75.5994,93.6945,12.4874,45.3261,80.4102,102.095,19.6978,41.2687,72.4591,93.0615,32.7199,43.474,61.4493,75.5655,
,56.8934,56.142,75.913,99.0765,21.4011,47.6604,75.6027,93.6987,12.4874,45.3235,80.4059,102.09,19.6978,41.2688,72.4594,93.062,32.7199,43.4737,61.4487,75.5646,
,56.8934,56.1109,75.8491,99.0081,21.4011,47.6604,75.6029,93.6989,12.4874,45.3228,80.4048,102.088,19.6978,41.2681,72.4577,93.0592,32.7199,43.4737,61.4486,75.5646,
,56.8934,56.081,75.7897,98.9471,21.4011,47.6603,75.6027,93.6989,12.4874,45.323,80.4046,102.087,19.6978,41.2694,72.4597,93.0614,32.7199,43.4737,61.4485,75.5643,
,56.8934,56.0239,75.6722,98.8213,21.4011,47.6604,75.6029,93.6992,12.4874,45.323,80.4046,102.087,19.6978,41.2692,72.4601,93.0632,32.7199,43.4725,61.4467,75.5626,
,56.8934,55.9975,75.6169,98.7626,21.4011,47.66,75.6023,93.6987,12.4874,45.3218,80.402,102.083,19.6978,41.2694,72.4605,93.0637,32.7199,43.4728,61.449,75.5688,
,56.8934,55.9574,75.5288,98.6642,21.4011,47.6603,75.6029,93.6995,12.4874,45.3218,80.402,102.083,19.6978,41.2639,72.4522,93.0547,32.7199,43.4727,61.4489,75.5688,
,56.8934,55.9401,75.4934,98.6264,21.4011,47.6604,75.6031,93.6998,12.4874,45.3217,80.4017,102.082,19.6978,41.2611,72.449,93.0527,32.7199,43.472,61.4484,75.5699,
,56.8934,55.9288,75.4705,98.6021,21.4011,47.6602,75.6028,93.6995,12.4874,45.3206,80.3992,102.078,19.6978,41.2588,72.4464,93.0513,32.7199,43.4718,61.4489,75.5721,
,56.8934,55.9064,75.4269,98.5569,21.4011,47.66,75.6025,93.6992,12.4874,45.3158,80.3904,102.066,19.6978,41.2478,72.4305,93.035,32.7199,43.4741,61.4551,75.583,
,56.8934,55.8932,75.4015,98.5306,21.4011,47.6593,75.6015,93.6982,12.4874,45.3143,80.3885,102.064,19.6978,41.2461,72.429,93.035,32.7199,43.4741,61.4555,75.5844,
,56.8934,55.8657,75.3479,98.4744,21.4011,47.6574,75.5983,93.6945,12.4874,45.3091,80.3806,102.055,19.6978,41.2418,72.4234,93.0305,32.7199,43.4732,61.4548,75.5857,
,56.8934,55.7792,75.1817,98.3031,21.4011,47.6559,75.5958,93.6917,12.4874,45.3003,80.3662,102.037,19.6978,41.2348,72.4141,93.0224,32.7199,43.4712,61.4525,75.5857,
,56.8934,55.7469,75.1329,98.2686,21.4011,47.6524,75.5899,93.6847,12.4874,45.2872,80.3438,102.007,19.6978,41.2299,72.4083,93.0184,32.7199,43.4712,61.4526,75.5861,
,56.8934,55.7002,75.0501,98.1949,21.4011,47.6515,75.588,93.6819,12.4874,45.2843,80.3363,101.994,19.6978,41.2035,72.3725,92.9855,32.7199,43.4651,61.4425,75.5766,
,56.8934,55.6628,74.9794,98.1257,21.4011,47.6473,75.5804,93.672,12.4874,45.2814,80.3309,101.986,19.6978,41.1843,72.3465,92.9617,32.7199,43.4531,61.422,75.5557,
,56.8934,55.6267,74.9107,98.0592,21.4011,47.6396,75.5666,93.6544,12.4874,45.2747,80.3206,101.974,19.6978,41.1745,72.3335,92.9503,32.7199,43.4442,61.4081,75.544,
,56.8934,55.5938,74.8448,97.9924,21.4011,47.6335,75.5554,93.6397,12.4874,45.2687,80.3098,101.959,19.6978,41.1684,72.3251,92.9427,32.7199,43.4334,61.3899,75.5262,
,56.8934,55.557,74.7667,97.9077,21.4011,47.6231,75.5372,93.6168,12.4874,45.2662,80.3046,101.951,19.6978,41.1686,72.3272,92.9473,32.7199,43.4254,61.3762,75.5121,
,56.8934,55.4859,74.6134,97.7369,21.4011,47.6079,75.5104,93.5831,12.4874,45.2625,80.2987,101.944,19.6978,41.1737,72.3354,92.9572,32.7199,43.4239,61.3742,75.5115,
,56.8934,55.4414,74.5195,97.6322,21.4011,47.5981,75.4931,93.5616,12.4874,45.2577,80.291,101.934,19.6978,41.1844,72.3523,92.9767,32.7199,43.4242,61.3749,75.5125,
,56.8934,55.3945,74.4192,97.5176,21.4011,47.5887,75.4771,93.5427,12.4874,45.2537,80.2846,101.927,19.6978,41.2009,72.3789,93.0086,32.7199,43.4247,61.376,75.5141,
,56.8934,55.3268,74.2708,97.3429,21.4011,47.5867,75.474,93.5392,12.4874,45.2494,80.2789,101.921,19.6978,41.2005,72.3782,93.008,32.7199,43.4253,61.3772,75.5158,
,56.8934,55.2839,74.178,97.232,21.4011,47.5858,75.4723,93.5372,12.4874,45.2456,80.2725,101.913,19.6978,41.2001,72.3779,93.0078,32.7199,43.4277,61.3819,75.5219,
,56.8934,55.2965,74.2064,97.2626,21.4011,47.5842,75.4697,93.5343,12.4874,45.238,80.2609,101.9,19.6978,41.1987,72.3757,93.0056,32.7199,43.43,61.387,75.5292,
,56.8934,55.344,74.3104,97.3796,21.4011,47.5754,75.4538,93.5138,12.4874,45.238,80.2609,101.9,19.6978,41.1853,72.3545,92.9806,32.7199,43.4341,61.3952,75.5402,
,56.8934,55.358,74.3353,97.4023,21.4011,47.5718,75.4473,93.5051,12.4874,45.2372,80.2597,101.898,19.6978,41.185,72.3541,92.9803,32.7199,43.4343,61.3955,75.5408,
,56.8934,55.3738,74.3678,97.4361,21.4011,47.5605,75.4261,93.4763,12.4874,45.2369,80.2596,101.899,19.6978,41.1849,72.3545,92.9815,32.7199,43.4341,61.3953,75.5408,
,56.8934,55.3807,74.3794,97.4452,21.4011,47.5562,75.4184,93.4667,12.4874,45.2354,80.2573,101.896,19.6978,41.1831,72.3528,92.9813,32.7199,43.4342,61.3956,75.5414,
,56.8934,55.3875,74.389,97.4492,21.4011,47.555,75.4165,93.4646,12.4874,45.2331,80.2535,101.891,19.6978,41.1828,72.3527,92.9818,32.7199,43.4346,61.3972,75.5446,
,56.8934,55.3863,74.3798,97.4323,21.4011,47.5543,75.4153,93.4633,12.4874,45.2299,80.2489,101.887,19.6978,41.1812,72.3506,92.9802,32.7199,43.4347,61.3981,75.5475,
,56.8934,55.3787,74.3527,97.393,21.4011,47.5541,75.415,93.4628,12.4874,45.2258,80.2435,101.882,19.6978,41.1841,72.3569,92.9899,32.7199,43.4347,61.3989,75.5498,
,56.8934,55.3643,74.3087,97.3322,21.4011,47.5549,75.416,93.4636,12.4874,45.2229,80.2394,101.877,19.6978,41.184,72.3568,92.99,32.7199,43.4359,61.4019,75.555,
,56.8934,55.341,74.2436,97.2451,21.4011,47.5551,75.4164,93.464,12.4874,45.2185,80.2332,101.871,19.6978,41.1857,72.36,92.9946,32.7199,43.4394,61.4102,75.5683,
,56.8934,55.3606,74.279,97.2744,21.4011,47.555,75.4162,93.4638,12.4874,45.2161,80.2298,101.868,19.6978,41.1906,72.3686,93.0059,32.7199,43.4407,61.414,75.5753,
,56.8934,55.3747,74.3016,97.29,21.4011,47.5549,75.416,93.4636,12.4874,45.2104,80.2199,101.854,19.6978,41.1933,72.3735,93.0127,32.7199,43.4425,61.4189,75.5845,
,56.8934,55.3871,74.3201,97.3014,21.4011,47.5548,75.4159,93.4636,12.4874,45.2053,80.2106,101.841,19.6978,41.1938,72.3748,93.0152,32.7199,43.4438,61.4225,75.591,
,56.8934,55.3997,74.3404,97.3166,21.4011,47.5549,75.416,93.4636,12.4874,45.1982,80.1982,101.824,19.6978,41.1949,72.3771,93.0185,32.7199,43.4446,61.4248,75.5949,
,56.8934,55.3997,74.3382,97.3057,21.4011,47.5552,75.4164,93.464,12.4874,45.1923,80.189,101.813,19.6978,41.2039,72.391,93.0344,32.7199,43.4479,61.4325,75.6071,
,56.8934,55.3373,74.2037,97.1451,21.4011,47.5553,75.4166,93.4641,12.4874,45.1855,80.1792,101.803,19.6978,41.2184,72.4136,93.0604,32.7199,43.4534,61.4439,75.6234,
,56.8934,55.3164,74.1564,97.0827,21.4011,47.555,75.4163,93.4644,12.4874,45.1782,80.169,101.792,19.6978,41.2295,72.4314,93.0821,32.7199,43.4632,61.4647,75.6532,
,56.8934,55.2778,74.0664,96.9706,21.4011,47.5538,75.4148,93.4631,12.4874,45.1765,80.1664,101.789,19.6978,41.237,72.4439,93.0976,32.7199,43.4726,61.4846,75.6814,
,56.8934,55.2348,73.963,96.8422,21.4011,47.5534,75.4145,93.4638,12.4874,45.1773,80.1688,101.794,19.6978,41.2483,72.4624,93.1204,32.7199,43.4748,61.4887,75.6867,
,56.8934,55.2187,73.9219,96.7877,21.4011,47.554,75.4158,93.4656,12.4874,45.177,80.1689,101.795,19.6978,41.2612,72.4839,93.1472,32.7199,43.4779,61.4947,75.6944,
,56.8934,55.194,73.862,96.711,21.4011,47.5564,75.42,93.4707,12.4874,45.1775,80.1701,101.797,19.6978,41.2707,72.4995,93.1666,32.7199,43.4867,61.5124,75.7183,
,56.8934,55.162,73.7877,96.6194,21.4011,47.5584,75.4236,93.4753,12.4874,45.1793,80.174,101.803,19.6978,41.2949,72.5388,93.2143,32.7199,43.4917,61.5229,75.7328,
,56.8934,55.1544,73.7686,96.5919,21.4011,47.5629,75.4312,93.4843,12.4874,45.1818,80.1788,101.811,19.6978,41.327,72.5907,93.2769,32.7199,43.502,61.5428,75.7579,
,56.8934,55.0937,73.6353,96.4344,21.4011,47.572,75.4474,93.5049,12.4874,45.1819,80.1792,101.812,19.6978,41.3324,72.5994,93.2874,32.7199,43.5139,61.5658,75.7874,
,56.8934,55.0803,73.6062,96.3971,21.4011,47.5781,75.4587,93.5197,12.4874,45.1841,80.1835,101.818,19.6978,41.3386,72.609,93.2984,32.7199,43.5242,61.5855,75.8122,
,56.8934,55.1001,73.6479,96.4401,21.4011,47.5835,75.4676,93.53,12.4874,45.186,80.1878,101.825,19.6978,41.3561,72.6362,93.3295,32.7199,43.5338,61.6049,75.8378,
,56.8934,55.1044,73.6568,96.4468,21.4011,47.5853,75.4703,93.5326,12.4874,45.1899,80.195,101.835,19.6978,41.3926,72.6925,93.3935,32.7199,43.5458,61.628,75.8672,
,56.8934,55.0836,73.6131,96.3943,21.4011,47.5886,75.4758,93.5386,12.4874,45.1973,80.2063,101.848,19.6978,41.4212,72.7372,93.4452,32.7199,43.5596,61.6537,75.8982,
,56.8934,55.0496,73.5445,96.3154,21.4011,47.5937,75.4847,93.5498,12.4874,45.2091,80.2251,101.871,19.6978,41.4372,72.7617,93.4724,32.7199,43.5728,61.6779,75.9263,
,56.8934,55.0591,73.5611,96.3295,21.4011,47.6001,75.4965,93.5654,12.4874,45.2177,80.2396,101.89,19.6978,41.4556,72.7898,93.5038,32.7199,43.5898,61.7096,75.9642,
,56.8934,55.0636,73.5656,96.3296,21.4011,47.6067,75.5086,93.5812,12.4874,45.2256,80.252,101.905,19.6978,41.4719,72.8142,93.5305,32.7199,43.6016,61.7328,75.9943,
,56.8934,55.0728,73.5775,96.3355,21.4011,47.615,75.524,93.6019,12.4874,45.2303,80.2591,101.913,19.6978,41.4844,72.8339,93.5536,32.7199,43.6146,61.7573,76.0246,
,56.8934,55.0788,73.5893,96.3442,21.4011,47.6238,75.5401,93.6228,12.4874,45.2361,80.2684,101.924,19.6978,41.4925,72.8472,93.5699,32.7199,43.6264,61.7799,76.053,
,56.8934,55.0542,73.541,96.2887,21.4011,47.6313,75.553,93.6384,12.4874,45.2423,80.2783,101.936,19.6978,41.5158,72.8835,93.6116,32.7199,43.6368,61.7995,76.0769,
,56.8934,55.0522,73.5395,96.2857,21.4011,47.6383,75.5649,93.6522,12.4874,45.2493,80.2887,101.948,19.6978,41.5419,72.9238,93.6573,32.7199,43.6498,61.8239,76.1062,
,56.8934,55.0376,73.5106,96.2519,21.4011,47.6424,75.5715,93.6595,12.4874,45.2584,80.3023,101.963,19.6978,41.5724,72.9708,93.7104,32.7199,43.6634,61.8479,76.1328,
,56.8934,55.0019,73.4321,96.1589,21.4011,47.645,75.5756,93.6636,12.4874,45.2682,80.3164,101.977,19.6978,41.5983,73.0093,93.7517,32.7199,43.6778,61.8732,76.1597,
,56.8934,54.992,73.4075,96.1266,21.4011,47.6469,75.5784,93.6662,12.4874,45.2822,80.3365,101.998,19.6978,41.611,73.0268,93.7682,32.7199,43.6891,61.8919,76.1776,
,56.8934,54.9491,73.3146,96.0179,21.4011,47.6519,75.5867,93.6757,12.4874,45.294,80.3532,102.015,19.6978,41.6208,73.0408,93.7822,32.7199,43.6954,61.9008,76.1832,
,56.8934,54.8558,73.1197,95.7932,21.4011,47.6599,75.5996,93.69,12.4874,45.3037,80.3674,102.031,19.6978,41.6289,73.052,93.7927,32.7199,43.7036,61.9136,76.1935,
,56.8934,54.8108,73.0261,95.6795,21.4011,47.666,75.6098,93.7017,12.4874,45.3148,80.3839,102.049,19.6978,41.6415,73.0702,93.8115,32.7199,43.7131,61.9288,76.2069,
,56.8934,54.7665,72.9385,95.5769,21.4011,47.6712,75.6188,93.7124,12.4874,45.3255,80.3999,102.067,19.6978,41.6514,73.0842,93.8251,32.7199,43.733,61.9635,76.244,
,56.8934,54.7637,72.9343,95.5722,21.4011,47.6759,75.6274,93.7239,12.4874,45.3325,80.4105,102.079,19.6978,41.6682,73.1087,93.8507,32.7199,43.7525,61.9975,76.2804,
,56.8934,54.7648,72.9379,95.5764,21.4011,47.6786,75.6323,93.7301,12.4874,45.3379,80.4191,102.089,19.6978,41.678,73.123,93.8654,32.7199,43.7701,62.0282,76.3131,
,56.8934,54.7732,72.9576,95.5967,21.4011,47.6816,75.6375,93.7367,12.4874,45.3407,80.4235,102.095,19.6978,41.6903,73.1413,93.8851,32.7199,43.7792,62.0437,76.3291,
,56.8934,54.7778,72.9666,95.6043,21.4011,47.6838,75.6414,93.7413,12.4874,45.3427,80.4264,102.098,19.6978,41.6985,73.1537,93.8984,32.7199,43.7916,62.065,76.3511,
,56.8934,54.7809,72.9722,95.6098,21.4011,47.6851,75.6435,93.7437,12.4874,45.3448,80.4294,102.101,19.6978,41.711,73.1718,93.9171,32.7199,43.8048,62.0876,76.3742,
,56.8934,54.783,72.9748,95.6114,21.4011,47.6882,75.6484,93.749,12.4874,45.3499,80.4374,102.11,19.6978,41.7123,73.1733,93.9179,32.7199,43.8165,62.1068,76.3922,
,56.8934,54.7819,72.9695,95.6029,21.4011,47.6906,75.6523,93.7533,12.4874,45.3548,80.4451,102.119,19.6978,41.7157,73.1782,93.9228,32.7199,43.8249,62.1204,76.4048,
,56.8934,54.7686,72.9333,95.5556,21.4011,47.6961,75.6613,93.7633,12.4874,45.3643,80.459,102.134,19.6978,41.7161,73.1783,93.9221,32.7199,43.8299,62.1286,76.4123,
,56.8934,54.7766,72.9456,95.5655,21.4011,47.7023,75.6718,93.7757,12.4874,45.3746,80.4748,102.152,19.6978,41.7294,73.1982,93.9436,32.7199,43.8437,62.1536,76.4407,
,56.8934,54.7849,72.9601,95.5789,21.4011,47.7039,75.6748,93.7796,12.4874,45.3776,80.4796,102.158,19.6978,41.7342,73.2052,93.9508,32.7199,43.8484,62.1621,76.4507,
,56.8934,54.7883,72.9579,95.5697,21.4011,47.7067,75.6797,93.7858,12.4874,45.3804,80.4836,102.162,19.6978,41.7409,73.215,93.9608,32.7199,43.8541,62.1727,76.4629,
,56.8934,54.7675,72.9073,95.5089,21.4011,47.7111,75.6872,93.7946,12.4874,45.3814,80.4851,102.164,19.6978,41.7488,73.2261,93.9718,32.7199,43.8609,62.1849,76.4769,
,56.8934,54.7288,72.8174,95.4045,21.4011,47.717,75.6969,93.8056,12.4874,45.3857,80.4922,102.173,19.6978,41.7566,73.2375,93.9835,32.7199,43.867,62.1952,76.487,
,56.8934,54.692,72.734,95.3089,21.4011,47.7232,75.7072,93.8176,12.4874,45.3873,80.4944,102.175,19.6978,41.7702,73.2583,94.0068,32.7199,43.8734,62.2061,76.498,
,56.8934,54.6348,72.6013,95.1527,21.4011,47.7294,75.7178,93.8299,12.4874,45.3992,80.5129,102.197,19.6978,41.7802,73.2737,94.024,32.7199,43.881,62.2193,76.5122,
,56.8934,54.6135,72.5508,95.0929,21.4011,47.7312,75.7208,93.8335,12.4874,45.4222,80.5481,102.237,19.6978,41.7827,73.2772,94.0275,32.7199,43.888,62.2319,76.5263,
,56.8934,54.5987,72.5121,95.0427,21.4011,47.7333,75.7246,93.8382,12.4874,45.4373,80.5704,102.261,19.6978,41.7857,73.2822,94.0336,32.7199,43.8944,62.243,76.5379,
,56.8934,54.5768,72.4545,94.9686,21.4011,47.736,75.7297,93.8451,12.4874,45.4454,80.5819,102.273,19.6978,41.7925,73.2931,94.0466,32.7199,43.9035,62.2594,76.5564,
,56.8934,54.5444,72.3811,94.8808,21.4011,47.7414,75.739,93.8564,12.4874,45.4482,80.5856,102.276,19.6978,41.7928,73.2941,94.0484,32.7199,43.9166,62.2829,76.5833,
,56.8934,54.4833,72.2476,94.7271,21.4011,47.7439,75.7436,93.8622,12.4874,45.4546,80.595,102.286,19.6978,41.7959,73.2984,94.0523,32.7199,43.9258,62.2991,76.6008,
,56.8934,54.4266,72.1212,94.5782,21.4011,47.7494,75.7526,93.8723,12.4874,45.4709,80.6199,102.314,19.6978,41.8007,73.3062,94.0615,32.7199,43.9365,62.3187,76.6234,
,56.8934,54.4051,72.0621,94.5014,21.4011,47.7553,75.7622,93.883,12.4874,45.4866,80.6427,102.339,19.6978,41.8119,73.3239,94.0819,32.7199,43.9479,62.3391,76.6464,
,56.8934,54.3972,72.0411,94.4751,21.4011,47.7721,75.7919,93.92,12.4874,45.4863,80.6407,102.333,19.6978,41.8579,73.4041,94.1871,32.7199,43.991,62.4198,76.7442,
,56.8934,54.3966,72.039,94.4721,21.4011,47.7866,75.8165,93.949,12.4874,45.4918,80.6478,102.34,19.6978,41.8658,73.4161,94.1997,32.7199,44.0423,62.5147,76.8574,
,56.8934,54.3801,72.008,94.4374,21.4011,47.7925,75.8264,93.9603,12.4874,45.5057,80.669,102.364,19.6978,41.8711,73.4234,94.2066,32.7199,44.0747,62.574,76.9263,
,56.8934,54.3632,71.9742,94.3986,21.4011,47.7957,75.8314,93.9654,12.4874,45.5163,80.6852,102.382,19.6978,41.8872,73.4466,94.2301,32.7199,44.0936,62.6073,76.9626,
,56.8934,54.3254,71.8938,94.3067,21.4011,47.7976,75.8343,93.9683,12.4874,45.5354,80.7146,102.416,19.6978,41.9046,73.4715,94.2548,32.7199,44.1025,62.6213,76.9744,
,56.8934,54.3183,71.879,94.29,21.4011,47.7996,75.8375,93.9717,12.4874,45.5451,80.7288,102.431,19.6978,41.9251,73.5003,94.2831,32.7199,44.1124,62.6377,76.9901,
,56.8934,54.3084,71.8608,94.2702,21.4011,47.8007,75.8392,93.9734,12.4874,45.5535,80.7413,102.445,19.6978,41.9373,73.5172,94.2987,32.7199,44.1214,62.6521,77.0028,
,56.8934,54.3009,71.8495,94.2599,21.4011,47.8019,75.8411,93.9755,12.4874,45.5537,80.7408,102.442,19.6978,41.9481,73.5317,94.3116,32.7199,44.1309,62.6674,77.0163,
,56.8934,54.2944,71.8384,94.2488,21.4011,47.8029,75.8426,93.9768,12.4874,45.5662,80.7595,102.463,19.6978,41.9551,73.5409,94.3194,32.7199,44.1356,62.6744,77.0213,
,56.8934,54.2611,71.7584,94.1536,21.4011,47.8038,75.844,93.9782,12.4874,45.5696,80.7642,102.467,19.6978,41.96,73.5472,94.3244,32.7199,44.1389,62.6788,77.0231,
,56.8934,54.2563,71.7471,94.1403,21.4011,47.8047,75.8454,93.9796,12.4874,45.5765,80.7743,102.477,19.6978,41.968,73.5582,94.3347,32.7199,44.1397,62.6796,77.0228,
,56.8934,54.2473,71.7263,94.1157,21.4011,47.8064,75.8481,93.9823,12.4874,45.5737,80.7698,102.471,19.6978,41.9698,73.5602,94.3354,32.7199,44.1409,62.6811,77.023,
,56.8934,54.2476,71.7255,94.1138,21.4011,47.8089,75.8518,93.9859,12.4874,45.5713,80.7661,102.467,19.6978,41.9778,73.5705,94.3436,32.7199,44.1431,62.6839,77.0236,
,56.8934,54.2495,71.7295,94.1179,21.4011,47.8118,75.8563,93.9904,12.4874,45.5709,80.7657,102.466,19.6978,41.9915,73.5891,94.3606,32.7199,44.1453,62.6862,77.0232,
,56.8934,54.2517,71.7333,94.1217,21.4011,47.8149,75.8611,93.9952,12.4874,45.567,80.7595,102.459,19.6978,42.0363,73.6544,94.4282,32.7199,44.1542,62.6988,77.0302,
,56.8934,54.2517,71.7331,94.1215,21.4011,47.8181,75.866,94,12.4874,45.5631,80.7535,102.451,19.6978,42.0853,73.7267,94.5047,32.7199,44.1638,62.7117,77.0353,
,56.8934,54.2526,71.7368,94.1267,21.4011,47.8231,75.8738,94.0081,12.4874,45.5617,80.7512,102.448,19.6978,42.1226,73.7816,94.5626,32.7199,44.1705,62.7207,77.0389,
,56.8934,54.2633,71.7688,94.1686,21.4011,47.826,75.8784,94.0128,12.4874,45.5591,80.7472,102.443,19.6978,42.1483,73.8184,94.5994,32.7199,44.1789,62.7333,77.0478,
,56.8934,54.2676,71.7802,94.1823,21.4011,47.8262,75.8786,94.0129,12.4874,45.5572,80.7445,102.44,19.6978,42.1718,73.8524,94.6341,32.7199,44.1882,62.7474,77.0585,
,56.8934,54.2683,71.7831,94.1858,21.4011,47.8265,75.879,94.0131,12.4874,45.5542,80.7394,102.434,19.6978,42.1924,73.8826,94.6656,32.7199,44.1964,62.7598,77.0675,
,56.8934,54.2713,71.7932,94.1987,21.4011,47.8271,75.8798,94.0138,12.4874,45.5516,80.7351,102.428,19.6978,42.2082,73.9056,94.6894,32.7199,44.2043,62.7723,77.0779,
,56.8934,54.2725,71.7977,94.2039,21.4011,47.8272,75.8799,94.0138,12.4874,45.5505,80.7331,102.425,19.6978,42.2223,73.9264,94.7112,32.7199,44.2124,62.7853,77.0892,
,56.8934,54.274,71.8006,94.206,21.4011,47.8278,75.8808,94.0146,12.4874,45.5506,80.7326,102.423,19.6978,42.2357,73.9467,94.7336,32.7199,44.2172,62.7928,77.0953,
,56.8934,54.2819,71.8173,94.2231,21.4011,47.8278,75.8809,94.0146,12.4874,45.5519,80.7344,102.425,19.6978,42.2431,73.9578,94.7456,32.7199,44.219,62.7946,77.0943,
,56.8934,54.2854,71.8247,94.2295,21.4011,47.8281,75.8812,94.0147,12.4874,45.5543,80.7374,102.427,19.6978,42.2537,73.9736,94.7625,32.7199,44.2198,62.7955,77.0938,
,56.8934,54.2872,71.832,94.2379,21.4011,47.829,75.8826,94.0162,12.4874,45.5549,80.7382,102.428,19.6978,42.2557,73.9764,94.765,32.7199,44.2208,62.7964,77.0931,
,56.8934,54.3069,71.88,94.2927,21.4011,47.8306,75.8852,94.0188,12.4874,45.555,80.7383,102.428,19.6978,42.2577,73.9793,94.768,32.7199,44.2213,62.7965,77.0915,
,56.8934,54.3589,71.998,94.4229,21.4011,47.8324,75.8879,94.0216,12.4874,45.5554,80.7388,102.428,19.6978,42.2589,73.9808,94.7692,32.7199,44.2215,62.7965,77.0907,
,56.8934,54.3934,72.0787,94.5136,21.4011,47.8329,75.8886,94.0222,12.4874,45.5578,80.7424,102.433,19.6978,42.2388,73.9483,94.7296,32.7199,44.2218,62.7967,77.0901,
,56.8934,54.4343,72.1683,94.612,21.4011,47.8329,75.8886,94.0221,12.4874,45.5602,80.7462,102.437,19.6978,42.1785,73.8436,94.5899,32.7199,44.2217,62.7962,77.0889,
,56.8934,54.4563,72.2168,94.6649,21.4011,47.8328,75.8883,94.0215,12.4874,45.5636,80.752,102.444,19.6978,42.1513,73.7929,94.5167,32.7199,44.2209,62.7939,77.0845,
,56.8934,54.4744,72.2549,94.7056,21.4011,47.8318,75.8867,94.0195,12.4874,45.5692,80.7607,102.455,19.6978,42.1335,73.7612,94.4732,32.7199,44.2206,62.7926,77.0814,
,56.8934,54.4901,72.2912,94.7455,21.4011,47.8307,75.8848,94.0173,12.4874,45.5705,80.7634,102.459,19.6978,42.1228,73.7433,94.4506,32.7199,44.217,62.784,77.0669,
,56.8934,54.5284,72.3674,94.8278,21.4011,47.8304,75.8842,94.0164,12.4874,45.5714,80.7652,102.462,19.6978,42.105,73.7152,94.4176,32.7199,44.2135,62.7758,77.0538,
,56.8934,54.548,72.402,94.8625,21.4011,47.8302,75.8838,94.0158,12.4874,45.5707,80.7656,102.465,19.6978,42.0913,73.6934,94.3918,32.7199,44.2104,62.7688,77.0429,
,56.8934,54.5725,72.4467,94.9086,21.4011,47.8289,75.8817,94.0133,12.4874,45.5694,80.7635,102.463,19.6978,42.0808,73.6764,94.3711,32.7199,44.2077,62.7628,77.0334,
,56.8934,54.618,72.5353,95.0046,21.4011,47.8277,75.8798,94.0113,12.4874,45.5694,80.7636,102.463,19.6978,42.0752,73.667,94.3594,32.7199,44.2036,62.754,77.0201,
,56.8934,54.6646,72.633,95.1141,21.4011,47.8252,75.8756,94.0065,12.4874,45.5696,80.764,102.464,19.6978,42.0685,73.6568,94.348,32.7199,44.2012,62.7495,77.0147,
,56.8934,54.6935,72.6931,95.1816,21.4011,47.8235,75.8728,94.0031,12.4874,45.5694,80.7639,102.464,19.6978,42.0648,73.6513,94.3426,32.7199,44.196,62.7408,77.0062,
,56.8934,54.7333,72.7728,95.2695,21.4011,47.8216,75.8697,93.9994,12.4874,45.5667,80.7604,102.461,19.6978,42.0637,73.6503,94.3423,32.7199,44.1903,62.7306,76.9952,
,56.8934,54.7708,72.8503,95.3571,21.4011,47.8193,75.8659,93.9953,12.4874,45.5671,80.7607,102.462,19.6978,42.0623,73.6487,94.3416,32.7199,44.1866,62.7243,76.9888,
,56.8934,54.8231,72.9541,95.474,21.4011,47.8183,75.8643,93.9934,12.4874,45.5674,80.7611,102.462,19.6978,42.0613,73.6479,94.3419,32.7199,44.1838,62.7201,76.9854,
,56.8934,54.8516,73.0094,95.5337,21.4011,47.8163,75.8613,93.9903,12.4874,45.5684,80.7628,102.465,19.6978,42.0559,73.6408,94.3361,32.7199,44.1808,62.7153,76.9817,
